listing_url,OFFICE,FAMILY ROOM,DINING ROOM,DEN,REC,FOYER,2ND BEDROOM,BATHROOM,BATHROOMS,LIBRARY,EXERCISE,KITCHEN,LIVING ROOM,MASTER BEDROOM,STUDY,4TH BEDROOM,3RD BEDROOM,OTHER,LEGAL DESCRIPTION,5TH BEDROOM,SUNROOM,GREAT ROOM,LAUNDRY,SITTING,SOLARIUM,LOCKER,BEDROOM,BREAKFAST,MEDIA/ENT,UTILITY
https://toronto.listing.ca/177-frederick-tisdale-dr.W4338153.htm#15-1vy,,,"Ground Level, 3.00m x 3.70mCombined W/Kitchen, Laminate",,"Bsmt Level, 2.80m x 2.50m",,"2nd Level, 2.80m x 3.70mLarge Window, Closet",,5-piece on 3rd level4-piece on 2nd level2-piece on bsmt level,,,"Ground Level, 3.60m x 2.80mCentre Island, Open Concept, Laminate","Ground Level, 3.00m x 2.50mW/O To Terrace, Laminate","3rd Level, 4.00m x 3.70mLarge Window, W/I Closet",,,"2nd Level, 3.00m x 3.70mLarge Window, Closet",,,,,,,,,,,,,
https://toronto.listing.ca/5-massey-sq-604.E4334315.htm#15-20q,,," Level, 3.53m x 2.23mCombined W/Living, W/O To Balcony, Parquet Floor"," LevelEnclosed, Balcony, West View",,," Level, 4.44m x 2.92mCloset, Parquet Floor, Window",,,,," Level, 3.47m x 2.15mEat-In Kitchen, Ceramic Floor, Backsplash"," Level, 6.67m x 3.63mCombined W/Dining, W/O To Balcony, Parquet Floor"," Level, 4.85m x 3.37mW/I Closet, Parquet Floor, Window",,,,,,,,,,,,,,,,
https://toronto.listing.ca/30-berkshire-ave.E4363573.htm#15-a5,,,"Ground Level, 3.23m x 2.90mHardwood Floor, O/Looks Living, Picture Window","Ground Level, 2.77m x 1.91mBroadloom, Picture Window","Bsmt Level, 4.11m x 2.84mBroadloom",,,,4-piece on 2nd level3-piece on bsmt level,,,"Ground Level, 3.86m x 3.18mRenovated, O/Looks Garden, Quartz Counter","Ground Level, 5.03m x 3.84mHardwood Floor, O/Looks Dining, Fireplace","2nd Level, 4.09m x 3.88mHardwood Floor, Fireplace, Closet",,,,,,,,,"Bsmt Level, 2.74m x 1.70m",,,,"2nd Level, 3.91m x 2.64mHardwood Floor",,,
https://toronto.listing.ca/2235-weston-rd.W4336288.htm#15-1y6,,,"2nd Level, 3.73m x 2.62mParquet Floor, Combined W/Living, Open Concept",,"Bsmt Level, 4.70m x 3.73mBroadloom, Laundry Sink, Above Grade Window",,"3rd Level, 3.58m x 2.44mBroadloom, East View, Double Closet",,3-piece on ground level4-piece on 3rd level,,,"2nd Level, 5.00m x 3.20mCeramic Floor, Stainless Steel Appl, East View","2nd Level, 5.03m x 3.33mParquet Floor, Combined W/Dining, West View","3rd Level, 4.32m x 3.23mBroadloom, Semi Ensuite, W/W Closet",,"Ground Level, 3.48m x 2.74mParquet Floor, West View, Double Closet","3rd Level, 2.57m x 2.46mBroadloom, East View, Double Closet",,,,,,,,,,,"2nd Level, 5.00m x 3.20mCeramic Floor, O/Looks Dining, W/O To Deck",,
https://toronto.listing.ca/17-ruddington-dr-603.C4359501.htm#15-ol,,,"Flat Level, 3.15m x 3.23mWood Floor, Combined W/Living","Flat Level, 2.69m x 2.06mWood Floor, Separate Rm, Sliding Doors",,,"Flat Level, 3.30m x 3.07mWood Floor, Double Closet",,,,,"Flat Level, 2.44m x 2.74mCeramic Floor, Granite Counter, Backsplash","Flat Level, 3.15m x 3.23mWood Floor, Combined W/Dining","Flat Level, 4.75m x 3.25mWood Floor, 4 Pc Ensuite, W/I Closet",,,,,,,"Flat Level, 3.00m x 3.23mWood Floor, Separate Rm, Sliding Doors",,,,,,,,,
https://toronto.listing.ca/308-aylesworth-ave.E4322706.htm#15-2a3,,"Bsmt Level, 33.29m x 14.50mCeramic Floor","Ground Level, 14.86m x 10.17mWood Floor",,,,"Ground Level, 11.41m x 6.76mWood Floor",,,,,"Ground Level, 11.41m x 4.59mCeramic Floor","Ground Level, 18.01m x 14.76mWood Floor","Ground Level, 11.91m x 11.02mWood Floor",,,"Ground Level, 10.82m x 7.56mCeramic Floor",,,,,,"Bsmt Level, 11.48m x 9.51mCeramic Floor",,,,,,,
https://toronto.listing.ca/135-antibes-dr-1201.C4328723.htm#15-26r,,,"Main Level, 3.40m x 6.40mCombined W/Living, W/O To Balcony, Window",,,,"Main Level, 3.90m x 3.30mDouble Closet, Laminate, Window",,4-piece on main level3-piece on main level,,,"Main Level, 2.70m x 2.80mCeramic Floor, B/I Dishwasher","Main Level, 3.40m x 6.40mW/O To Balcony, Combined W/Dining, Window","Main Level, 4.80m x 3.40m3 Pc Ensuite, W/I Closet, Laminate",,,,,,,,,,,,,,,,
https://toronto.listing.ca/5-greystone-walk-dr-ph3.E4365103.htm#15-4f,,,"Main Level, 5.94m x 2.75m",,,,"Main Level, 2.74m x 3.43m",,,"Main Level, 3.20m x 4.75m",,,,"Main Level, 3.87m x 3.12m",,,,,,,,,,,"Main Level, 2.44m x 3.05m",,,,,
https://toronto.listing.ca/256-grenview-blvd.W4275653.htm#15-2gl,,"Ground Level, 3.00m x 4.66mHardwood Floor, Fireplace, Crown Moulding","Ground Level, 4.11m x 3.81mHardwood Floor, Crown Moulding",,,,"2nd Level, 4.36m x 3.50m4 Pc Ensuite, Large Closet, Coffered Ceiling",,5-piece on 2nd level3-piece on 2nd level2-piece on main level3-piece on bsmt level,,,"Ground Level, 4.88m x 3.81mHardwood Floor, B/I Appliances, Crown Moulding","Ground Level, 4.11m x 3.81mHardwood Floor, Large Window, Crown Moulding","2nd Level, 6.17m x 3.87m5 Pc Bath, W/O To Balcony, Coffered Ceiling",,"2nd Level, 3.63m x 3.35m","2nd Level, 4.15m x 2.90m",,,,,,"2nd Level, 2.75m x 1.50m",,,,,"Ground Level, 2.44m x 3.81mHardwood Floor, W/O To Deck, Crown Moulding",,
https://toronto.listing.ca/12-coates-ave.C4332258.htm#15-23m,,"Main Level, 4.15m x 4.02mHardwood Floor, Open Concept, W/O To Deck","Main Level, 4.15m x 4.05mHardwood Floor, Open Concept, Picture Window",,"Lower Level, 3.83m x 6.34mTile Floor, Window, Led Lighting","Main LevelHardwood Floor, Closet, Led Lighting","2nd Level, 4.15m x 5.39mHardwood Floor, Double Closet, Picture Window",,,,,"Main Level, 3.12m x 5.26mHardwood Floor, Open Concept, Centre Island","Main Level, 3.06m x 4.38mHardwood Floor, Open Concept, Led Lighting","3rd Level, 4.15m x 4.93mHardwood Floor, W/I Closet, 5 Pc Ensuite",,"3rd Level, 4.15m x 3.30mHardwood Floor, Picture Window, Led Lighting","2nd Level, 4.15m x 4.98mHardwood Floor, Double Closet, Picture Window",,,"Lower Level, 3.76m x 4.36mTile Floor, Double Closet, Window",,,,,,,,,,
https://toronto.listing.ca/77-agincourt-dr.E4362341.htm#15-ev,,"Main Level, 7.00m x 4.05mCrown Moulding, Fireplace, Bay Window","Main Level, 5.58m x 4.35mPlaster Ceiling, Hardwood Floor, W/O To Porch","Main Level, 4.05m x 3.23mB/I Bookcase, Parquet Floor, Wainscoting","Bsmt Level, 7.65m x 12.10mParquet Floor, Fireplace, W/O To Garage",,"2nd Level, 6.07m x 4.05mBroadloom, Semi Ensuite, W/I Closet",,4-piece on 2nd level6-piece on 2nd level2-piece on main level3-piece on bsmt level,,,"Main Level, 6.70m x 4.05mCentre Island, Granite Counter, Breakfast Area","Main Level, 6.50m x 4.05mPlaster Ceiling, Hardwood Floor, Formal Rm","2nd Level, 6.80m x 4.27mBroadloom, 6 Pc Ensuite, W/I Closet",,"2nd Level, 4.51m x 4.05mBroadloom, Double Closet, Window","2nd Level, 4.97m x 4.05mBroadloom, Semi Ensuite, W/I Closet",,,,,,"Main Level, 2.30m x 2.30mCeramic Floor, Custom Counter, Window","Main Level, 3.05m x 4.15mSliding Doors, Stained Glass, W/O To Terrace",,,,,,
https://toronto.listing.ca/100-echo-pt-2305.E4353437.htm#15-153,,,"Flat Level, 8.37m x 3.38mTile Floor, Open Concept, Combined W/Living",,,,"Flat Level, 4.50m x 2.75mLaminate, Mirrored Closet, Large Window",,4-piece on flat level2-piece on flat level,,,"Flat Level, 4.60m x 2.32mQuartz Counter, Stainless Steel Appl, Pot Lights","Flat Level, 8.37m x 3.38mHardwood Floor, W/O To Balcony, Combined W/Dining","Flat Level, 5.70m x 4.50mLaminate, 2 Pc Ensuite, W/I Closet",,,"Flat Level, 4.35m x 2.75mLaminate, Mirrored Closet, Large Window",,,,,,,,,,,,,
https://toronto.listing.ca/91-beckett-ave.W4338043.htm#15-1vz,"Main Level, 4.27m x 3.44mLarge Window, Hardwood Floor, Pot Lights",,"Main Level, 6.35m x 4.50mCombined W/Living, Hardwood Floor, Pot Lights",,,,"2nd Level, 4.08m x 3.14mCloset, Hardwood Floor, Pot Lights",,4-piece on 2nd level3-piece on 2nd level3-piece on main level3-piece on lower level,,,"Lower Level, 6.00m x 3.96mCombined W/Dining, Laundry Sink, Granite Counter","Lower Level, 6.00m x 5.24mLaminate, Pot Lights, Window","2nd Level, 4.33m x 4.23m4 Pc Ensuite, W/I Closet, Hardwood Floor",,"2nd Level, 3.35m x 2.83mCloset, Hardwood Floor, Window","2nd Level, 3.14m x 3.75mCloset, Hardwood Floor, Pot Lights",,,"2nd Level, 4.38m x 2.75mCloset, Hardwood Floor, Window",,,,,,,"Lower Level, 3.87m x 2.43mLaminate, Closet, Window",,,
https://toronto.listing.ca/25-fontenay-crt-ph-1903.W4359740.htm#15-na,,,"Main Level, 5.26m x 3.43mSliding Doors, Combined W/Kitchen, Plaster Ceiling","Main Level, 2.44m x 2.31mOpen Concept, Laminate, Combined W/Office",,,"Main Level, 3.23m x 2.79mLarge Window, Closet, South View",,,,,"Main Level, 3.10m x 2.92mB/I Appliances, Breakfast Bar, Backsplash","Main Level, 5.26m x 3.43mCombined W/Dining, Large Window, W/O To Terrace","Main Level, 3.84m x 3.25mEnsuite Bath, W/O To Balcony, Se View",,,,,,,,,,,,,,,,
https://toronto.listing.ca/129-foch-ave.W4349766.htm#15-1e5,,,"Main Level, 5.28m x 3.84mCombined W/Living, Hardwood Floor, Crown Moulding","Bsmt Level, 4.35m x 3.26mBroadloom","Bsmt Level, 5.02m x 3.28mL-Shaped Room, Panelled, Broadloom",,,,4-piece on main level,,,"Main Level, 3.40m x 3.20mL-Shaped Room, Eat-In Kitchen, Linoleum","Main Level, 5.28m x 3.84mCombined W/Dining, Hardwood Floor, L-Shaped Room",,,,,,,,,,,,,,"Bsmt Level, 3.26m x 2.32mBroadloom, Panelled",,,
https://toronto.listing.ca/18-holmes-ave-1102.C4347325.htm#15-1i3,,,"Main Level, 3.17m x 5.18mHardwood Floor, Combined W/Living",,,,,,,,,"Main Level, 2.44m x 2.44mGranite Counter","Main Level, 3.17m x 5.18mHardwood Floor, Open Concept, W/O To Balcony","Main Level, 2.56m x 3.96mLaminate",,,,,,,,,,,,,,,,
https://toronto.listing.ca/85-skymark-dr-201.C4286615.htm#15-2jr,,,"Flat Level, 4.57m x 4.11mHardwood Floor, Formal Rm, Crown Moulding",,,,"Flat Level, 3.51m x 2.99mHardwood Floor, Mirrored Closet, W/O To Balcony",,6-piece on flat level4-piece on flat level2-piece on flat level,"Flat Level, 5.58m x 3.55mHardwood Floor, Window, Closet",,"Flat Level, 3.88m x 2.74mCeramic Floor, Granite Counter, Stainless Steel Appl","Flat Level, 6.70m x 4.82mHardwood Floor, Window, W/O To Balcony","Flat Level, 5.23m x 3.63mHardwood Floor, His/Hers Closets, W/O To Balcony",,,,,,,,,,,,,,,,
https://toronto.listing.ca/80-wildwood-cres.E4361901.htm#15-hc,,"Main Level, 13.40m x 12.50m","Main Level, 9.70m x 10.50m",,,,,Bsmt Level,3-piece on main level3-piece on bsmt level,,,"Main Level, 11.30m x 94.50m",,,,,,,,,,,,,,,"Main Level, 9.60m x 10.00m",,,
https://toronto.listing.ca/12-bradgate-rd.C4359816.htm#15-q8,,,"Main Level, 3.69m x 3.07mO/Looks Backyard, Open Concept, Hardwood Floor",,"Lower Level, 8.01m x 4.60mHardwood Floor, Above Grade Window, Pot Lights",,"Main Level, 3.44m x 3.07mO/Looks Frontyard, Hardwood Floor, Double Closet",,4-piece on main level2-piece on lower level,,,"Main Level, 3.66m x 1.92mEat-In Kitchen, Granite Counter, O/Looks Backyard","Main Level, 5.48m x 5.21mBrick Fireplace, O/Looks Frontyard, Hardwood Floor","Main Level, 3.99m x 2.98m4 Pc Ensuite, O/Looks Backyard, His/Hers Closets",,"Lower Level, 5.39m x 3.01m2 Pc Ensuite, Laminate, Above Grade Window","Main Level, 3.16m x 2.80mO/Looks Frontyard, Hardwood Floor, Closet",,,,,,"Lower Level, 3.93m x 2.01mAbove Grade Window","Main Level, 3.44m x 2.10mW/O To Yard, Sliding Doors, Hardwood Floor",,,,,"Lower Level, 3.71m x 2.59mPanelled, Closet","Lower Level, 5.42m x 3.77mCombined W/Workshop, Above Grade Window"
https://toronto.listing.ca/362-the-east-mall-dr-215.W4306017.htm#15-2g4,,,"Flat Level, 3.35m x 2.85mHardwood Floor, Combined W/Living, Mirrored Walls","Flat Level, 3.90m x 2.70mHardwood Floor",,,"Flat Level, 4.15m x 3.05mCloset, Broadloom",,4-piece on flat level2-piece on flat level,,,"Flat Level, 3.96m x 3.35mTile Floor, Granite Counter, Eat-In Kitchen","Flat Level, 5.85m x 3.45mW/O To Balcony, Hardwood Floor, Combined W/Dining","Flat Level, 5.10m x 3.15m2 Pc Ensuite, Broadloom, W/I Closet",,,,,,,,,"Flat Level, 1.90m x 1.60m",,,,,,,
https://toronto.listing.ca/60-st-patrick-st-827.C4353123.htm#15-168,,,"Flat Level, 2.62m x 2.60mLaminate",,,"Flat Level, 1.75m x 1.20mLaminate, Double Closet",,,,,,"Flat Level, 2.75m x 2.30mStainless Steel Appl, Granite Counter, Breakfast Bar","Flat Level, 4.45m x 3.01mLaminate, W/O To Balcony, O/Looks Pool",,,,,,,,,,,,,"Flat Level, 1.45m x 1.22m","Flat Level, 3.66m x 3.30mLaminate, Large Closet",,,
https://toronto.listing.ca/18-yorkville-ave-1609.C4325821.htm#15-28q,,,"Flat Level, 3.40m x 1.70mHardwood Floor, Combined W/Living, W/O To Balcony",,,"Flat Level, 2.10m x 1.32mMarble Floor, Large Closet","Flat Level, 2.50m x 3.32mBroadloom, Window, Large Closet",,,,,"Flat Level, 4.42m x 3.30mHardwood Floor, Stainless Steel Appl, Breakfast Bar","Flat Level, 3.40m x 1.70mHardwood Floor, Open Concept","Flat Level, 2.70m x 3.50mBroadloom, 4 Pc Ensuite, Large Closet",,,,"Flat Level, 3.80m x 1.30mBalcony, Concrete Floor",,,,,,,,,,,,
https://toronto.listing.ca/48-kawneer-terr.E4365866.htm#15-29,,"Main LevelHardwood Floor, W/O To Deck","Main LevelCombined W/Living, Hardwood Floor",,,,"Upper LevelLaminate, Double Closet",,4-piece on lower level2-piece on main level4-piece on upper level,,,"Main LevelO/Looks Family, Ceramic Floor, Stainless Steel Appl","Main LevelCombined W/Dining, Hardwood Floor, Large Window","Upper LevelLaminate, W/I Closet, 4 Pc Ensuite",,"Lower LevelLaminate, Double Closet","Upper LevelLaminate, Double Closet",,,,,,"Lower LevelCeramic Floor, Access To Garage",,,,,Main LevelCeramic Floor,,
https://toronto.listing.ca/76-botany-hill-rd.E4363334.htm#15-e3,,"Main Level, 5.18m x 3.96mHardwood Floor, W/O To Yard, Skylight","Main Level, 9.14m x 3.35mOpen Concept, W/O To Yard, Combined W/Living",,"Bsmt Level, 9.23m x 3.20mWet Bar",,"2nd Level, 4.57m x 3.35mCathedral Ceiling, O/Looks Backyard, Double Closet",,4-piece on 2nd level2-piece on ground level,,,"Main Level, 3.65m x 3.04mEat-In Kitchen, Updated, W/O To Yard","Main Level, 9.14m x 3.35mOpen Concept, Fireplace, Combined W/Dining","2nd Level, 4.81m x 3.62mCathedral Ceiling, O/Looks Backyard, Double Closet",,"2nd Level, 3.35m x 2.74mCathedral Ceiling, Window, Cork Floor","2nd Level, 3.32m x 2.71mCathedral Ceiling, Closet, Cork Floor",,,,,,,,,,,,,
https://toronto.listing.ca/1305-royal-york-rd.W4357924.htm#15-ug,"Lower Level, 8.10m x 4.10m3 Pc Bath, Access To Garage, O/Looks Ravine","Main Level, 4.97m x 4.85mSunken Room, O/Looks Ravine, Glass Doors","Main Level, 6.75m x 4.87mHardwood Floor, O/Looks Frontyard",,"Lower Level, 16.60m x 5.40mCombined W/Game, Fireplace, Wet Bar",,"Upper Level, 5.81m x 4.85m4 Pc Ensuite, O/Looks Pool, W/I Closet",,,,"Lower LevelAbove Grade Window, W/O To Garden, O/Looks Ravine","Main Level, 11.70m x 8.99mBreakfast Area, O/Looks Ravine, Modern Kitchen","Main Level, 8.78m x 4.92mHardwood Floor, Gas Fireplace, Pot Lights","Upper Level, 6.11m x 5.77mO/Looks Backyard, Ensuite Bath",,"Lower Level, 5.94m x 5.27mHeated Floor, O/Looks Ravine, W/I Closet","Upper Level, 4.85m x 4.57mW/I Closet, O/Looks Frontyard, Hardwood Floor",,,,,,,,,,,,,
https://toronto.listing.ca/126-gradwell-dr.E4353555.htm#15-15w,"Main Level, 2.27m x 1.71mLarge Window, Hardwood Floor, O/Looks Backyard","Bsmt Level, 3.55m x 3.10mLarge Window, Pot Lights, Broadloom","Main Level, 5.38m x 3.15mHardwood Floor, Open Concept, Large Window",,,,"2nd Level, 4.95m x 4.39mHardwood Floor, Large Closet, Semi Ensuite",,2-piece on main level3-piece on 2nd level5-piece on 2nd level5-piece on 2nd level4-piece on bsmt level,,,"Main Level, 4.41m x 4.35mCentre Island, Custom Backsplash, Modern Kitchen","Main Level, 5.11m x 3.75mHardwood Floor, Fireplace, Large Window","2nd Level, 6.40m x 5.93mHardwood Floor, W/I Closet, 5 Pc Ensuite",,"2nd Level, 3.33m x 3.65mHardwood Floor, W/O To Balcony, Ensuite Bath","2nd Level, 3.74m x 3.35mHardwood Floor, Large Closet, Semi Ensuite",,,"Bsmt Level, 3.54m x 3.08mLarge Window, Large Closet, Broadloom",,,,,,,,,,
https://toronto.listing.ca/455-dovercourt-rd-2.C4362187.htm#15-g6,,,"Main Level, 4.57m x 3.96mHardwood Floor, Combined W/Living, Open Concept",,,,"2nd Level, 3.23m x 3.16mHardwood Floor, Closet, 4 Pc Bath",,4-piece on 2nd level,,,"Main Level, 2.77m x 4.90mHardwood Floor, B/I Appliances, Eat-In Kitchen","Main Level, 4.57m x 3.96mHardwood Floor, Combined W/Dining, W/O To Balcony","2nd Level, 3.23m x 3.32mHardwood Floor, Closet, 4 Pc Bath",,,,"3rd Level, 3.87m x 4.90mWest View",,,,,,,,,,,,
https://toronto.listing.ca/61-gloucester-grve.C4303203.htm#15-2im,,,"Main Level, 3.50m x 3.33mHardwood Floor, Moulded Ceiling, O/Looks Living",,"Bsmt Level, 5.96m x 3.38mBroadloom, Track Lights, Above Grade Window","Main Level, 1.93m x 1.40mCloset, Ceramic Floor, O/Looks Living","Main Level, 3.68m x 2.69mBroadloom, Closet, Sliding Doors",,4-piece on main level3-piece on bsmt level,,,"Bsmt Level, 3.02m x 2.61mVinyl Floor, Above Grade Window","Main Level, 5.24m x 3.28mHardwood Floor, Fireplace, O/Looks Dining","Main Level, 3.84m x 3.10mBroadloom, Closet, O/Looks Backyard",,,"Main Level, 3.28m x 2.59mHardwood Floor, Closet, Window",,,,,,,,,,"Bsmt Level, 3.23m x 2.84mBroadloom, Closet, Window",,,
https://toronto.listing.ca/225-sherway-gardens-rd-1403.W4363039.htm#15-bg,,,"Flat Level, 5.50m x 3.00mHardwood Floor, Combined W/Living, Open Concept",,,,,,4-piece on flat level,,,"Flat Level, 2.75m x 2.50mBacksplash, Ceramic Floor","Flat Level, 5.50m x 3.00mHardwood Floor, Combined W/Dining, W/O To Balcony","Flat Level, 4.00m x 2.80mBroadloom, Double Closet",,,,,,,,,,,,,,,,
https://toronto.listing.ca/16-bonnycastle-st.C4365099.htm#15-4d,,,"Flat LevelHardwood Floor, Open Concept",,,,,,4-piece on flat level,,,"Flat LevelHardwood Floor, Stainless Steel Appl","Flat LevelHardwood Floor, W/O To Balcony, Open Concept","Flat LevelHardwood Floor, Sliding Doors, Closet",,,,,,,,,,,,,,,,
https://toronto.listing.ca/80-calstock-dr.W4343454.htm#15-1om,,,"Upper Level, 2.93m x 2.83mHardwood Floor",,,,"Upper Level, 2.78m x 2.74mHardwood Floor",,4-piece on upper level4-piece on main level4-piece on lower level4-piece on lower level,,,"Upper Level, 3.96m x 2.90mVinyl Floor","Upper Level, 5.15m x 3.69mHardwood Floor","Upper Level, 2.78m x 2.78mHardwood Floor",,,"Upper Level, 2.77m x 2.77mHardwood Floor",,,,,,,,,,,,,
https://toronto.listing.ca/11-hi-mount-dr.C4338188.htm#15-1v4,,"Bsmt Level, 7.76m x 4.26mW/O To Garden, Fireplace","Main Level, 4.58m x 3.67mPicture Window, French Doors",,,"Main Level, 5.03m x 1.87mDouble Closet, Window",,,3-piece on main level3-piece on main level4-piece on bsmt level,,,"Main Level, 4.40m x 3.89mEat-In Kitchen, W/O To Deck","Main Level, 6.32m x 4.60mPicture Window, Crown Moulding","Main Level, 5.21m x 3.69mCrown Moulding, 3 Pc Ensuite",,,,"Bsmt Level, 5.48m x 3.02m",,,,,,,,,"Bsmt Level, 3.56m x 3.01mWindow",,,
https://toronto.listing.ca/67-mountland-dr.E4329236.htm#15-26e,,,Bsmt LevelRenovated,,,,"Main Level, 3.26m x 2.80mHardwood Floor, Closet",,4-piece on main level2-piece on main level3-piece on bsmt level3-piece on bsmt level,,,Bsmt LevelUpdated,Bsmt LevelRenovated,"Main Level, 3.69m x 2.77mHardwood Floor, Double Doors, Closet",,,"Main Level, 2.93m x 2.83mHardwood Floor, Closet",,,,,,,,,,Bsmt LevelHardwood Floor,,,
https://toronto.listing.ca/85-skymark-dr-604.C4315534.htm#15-2cz,,"Flat Level, 5.15m x 5.00mWindow, Double Closet, Broadloom","Flat Level, 4.56m x 3.43mBroadloom",,,,"Flat Level, 3.77m x 2.62m4 Pc Bath, W/O To Balcony, Window",,4-piece on flat level7-piece on flat level,,,"Flat Level, 3.58m x 3.27mEat-In Kitchen, Pass Through, Pantry","Flat Level, 6.67m x 4.81mW/O To Balcony, Window, Broadloom","Flat Level, 5.56m x 3.51m7 Pc Ensuite, W/O To Balcony, W/I Closet",,,,,,,,,,,,,,,,
https://toronto.listing.ca/157-charlton-settlement-ave.W4359928.htm#15-pb,,"Bsmt Level, 6.30m x 4.95mLaminate, 3 Pc Bath","Main Level, 2.29m x 2.26mSliding Doors, Parquet Floor, W/O To Patio","Main Level, 3.05m x 1.98mWindow, Broadloom",,"Main Level, 1.95m x 1.60m2 Pc Bath, Tile Floor, W/O To Garage","2nd Level, 3.30m x 3.24mCloset, Broadloom, O/Looks Backyard",,4-piece on 2nd level4-piece on 2nd level2-piece on main level3-piece on bsmt level,,,"Main Level, 2.97m x 2.23mO/Looks Dining","Main Level, 7.59m x 2.54mLarge Window, Parquet Floor, O/Looks Backyard","2nd Level, 5.08m x 3.43mW/I Closet, 4 Pc Ensuite, Large Window",,,"2nd Level, 4.37m x 2.73mWindow, Broadloom, His/Hers Closets",,"Unit 14, Level 1, Tscp 1464",,,,,,,,,,,
https://toronto.listing.ca/71-westbury-cres.W4354341.htm#15-13l,,,"Ground Level, 6.20m x 3.10mLaminate, Window, Combined W/Living",,"Bsmt Level, 5.50m x 3.40mCeramic Floor, Double Doors, Walk-Out",,"Ground Level, 3.00m x 2.55mLaminate, O/Looks Backyard, West View",,4-piece on ground level4-piece on bsmt level,,,"Bsmt Level, 5.00m x 2.70mCeramic Floor, Double Sink, Ceramic Back Splash","Ground Level, 6.20m x 3.10mLaminate, Bay Window, Combined W/Dining","Ground Level, 4.05m x 3.15mLaminate, Double Closet, O/Looks Backyard",,,"Bsmt Level, 3.65m x 2.68mLaminate",,,,,,"Bsmt Level, 2.50m x 2.10mCeramic Floor, Window",,,,,,,
https://toronto.listing.ca/40-sylvan-valley-way-616.C4303646.htm#15-1wu,,,"Main Level, 3.48m x 2.57mBroadloom, Open Concept, Combined W/Living","2nd Level, 3.36m x 2.00mParquet Floor, W/O To Balcony, O/Looks Living",,,"2nd Level, 3.20m x 2.60mParquet Floor, Double Closet, Window",,,,,"Main Level, 3.40m x 2.40mTile Floor, Updated, Pantry","Main Level, 5.03m x 3.43mBroadloom, Picture Window, Cathedral Ceiling","2nd Level, 6.00m x 4.94mParquet Floor, 5 Pc Ensuite, W/O To Balcony",,,,,,,,,,,,,,,,
https://toronto.listing.ca/110-foxwell-st.W4343163.htm#15-1p5,,,"Main Level, 4.39m x 2.67m",,"Bsmt Level, 5.99m x 2.57m",,"Main Level, 2.90m x 2.87m",,,,,"Main Level, 4.17m x 2.62m","Main Level, 4.17m x 2.84m","Bsmt Level, 5.33m x 4.67m",,,"Main Level, 2.87m x 2.82m",,,,,,"Bsmt Level, 2.54m x 1.83m",,,,,,,
https://toronto.listing.ca/10-park-lawn-rd-3407.W4361659.htm#15-iu,,,,,,,,,4-piece on main level3-piece on main level,,,,,,,,,,,,,,,,,,,,,
https://toronto.listing.ca/25-mystic-ave.E4350816.htm#15-1d1,,"Main Level, 3.90m x 4.93mHardwood Floor, Gas Fireplace, W/O To Deck","Bsmt Level, 5.94m x 5.16mOpen Concept, Combined W/Kitchen, Window",,,,"2nd Level, 3.18m x 3.19mHardwood Floor, Double Closet",,2-piece on main level4-piece on 2nd level5-piece on 2nd level3-piece on bsmt level,,,"Main Level, 5.46m x 4.13mCentre Island, Open Concept, Stainless Steel Appl","Main Level, 6.02m x 3.17mOpen Concept, Hardwood Floor, Combined W/Dining","2nd Level, 5.49m x 3.75mHardwood Floor, W/I Closet, Ensuite Bath",,"2nd Level, 3.72m x 2.83mHardwood Floor, Double Closet, O/Looks Frontyard","2nd Level, 3.45m x 2.73mHardwood Floor, Double Closet, W/O To Balcony",,,"Bsmt Level, 3.56m x 2.91mB/I Closet, Window",,,,,,,,,"Bsmt Level, 5.94m x 5.16mW/O To Yard, Open Concept, Combined W/Dining",
https://toronto.listing.ca/88-sheppard-ave-2504.C4352042.htm#15-18o,,,"Main Level, 3.76m x 5.08mLaminate, Combined W/Living, Open Concept","Main Level, 2.44m x 1.83mLaminate",,,"Main Level, 2.74m x 2.69mLaminate, Closet, Large Window",,4-piece on flat level3-piece on flat level,,,"Main Level, 3.83m x 2.13mOpen Concept, Granite Counter, Modern Kitchen","Main Level, 5.33m x 5.08mLaminate, Combined W/Dining, W/O To Balcony","Main Level, 3.20m x 2.74mLaminate, 3 Pc Ensuite, His/Hers Closets",,,,,,,,,,,,,,,,
https://toronto.listing.ca/151-dan-leckie-way-750.C4352990.htm#15-16i,,,,"Main Level, 3.35m x 2.80mOpen Concept, Laminate, Mirrored Closet",,,,,4-piece on main level,,,"Main Level, 3.45m x 2.95mLaminate, B/I Appliances, Pantry","Main Level, 3.45m x 2.95mW/O To Balcony, Laminate, Open Concept",,,,,,,,,,"Main Level, 2.45m x 1.15mCeramic Floor, Separate Rm",,,,"Main Level, 3.88m x 2.78mDouble Closet, Broadloom, Picture Window","Main Level, 3.45m x 2.95mLaminate, Modern Kitchen, Combined W/Kitchen",,
https://toronto.listing.ca/90-orchid-place-dr-203.E4346344.htm#15-1ga,,,"Main Level, 4.00m x 2.86m",,,,,,4-piece on main level,,,"Main Level, 2.86m x 2.86m","Main Level, 4.00m x 2.86m","Main Level, 4.02m x 3.20m",,,,,,,,,,,,,,,,
